deviceIORate,cpu,memory,conns,arrivalRate,ioLoad,cpuLoad,responseTime
50,1,700,25,8,0,500,14.6
50,1,700,25,8,20,350,22.0
50,1,700,25,8,20,400,22.3
50,1,700,25,8,20,450,21.8
50,1,700,25,8,20,500,21.8
50,1,700,25,8,40,350,586.9
50,1,700,25,8,40,400,393.0
50,1,700,25,8,40,450,541.8
50,1,700,25,8,40,500,458.9
50,1,700,25,8,60,350,1921.5
50,1,700,25,8,60,400,1668.8
50,1,700,25,8,60,450,1898.5
50,1,700,25,8,60,500,1983.1
50,1,700,25,8,80,350,4827.4
50,1,700,25,8,80,400,3584.1
50,1,700,25,8,80,450,3760.4
50,1,700,25,8,80,500,3410.1
50,1,700,25,8,100,350,8658.4
50,1,700,25,8,100,400,9164.4
50,1,700,25,8,100,450,9566.2
50,1,700,25,8,100,500,9487.4
50,1,700,25,8,120,350,13647.1
50,1,700,25,8,120,400,11176.4
50,1,700,25,8,120,450,12561.7
50,1,700,25,8,120,500,14962.5
50,1,700,25,8,140,350,16577.7
50,1,700,25,8,140,400,17189.0
50,1,700,25,8,140,450,18089.6
50,1,700,25,8,140,500,15314.9
50,1,700,25,8,160,350,21437.9
50,1,700,25,8,160,400,20656.4
50,1,700,25,8,160,450,18131.5
50,1,700,25,8,160,500,21700.6
50,1,700,25,8,180,350,25431.6
50,1,700,25,8,180,400,24829.3
50,1,700,25,8,180,450,24960.9
50,1,700,25,8,180,500,24102.2
50,1,700,25,8,200,350,29886.3
50,1,700,25,8,200,400,32076.0
50,1,700,25,8,200,450,31830.5
50,1,700,25,8,200,500,28156.7
50,1,700,25,9,0,350,14.1
50,1,700,25,9,0,400,14.4
50,1,700,25,9,0,450,14.9
50,1,700,25,9,0,500,14.7
50,1,700,25,9,20,350,22.0
50,1,700,25,9,20,400,22.1
50,1,700,25,9,20,450,22.4
50,1,700,25,9,20,500,22.1
50,1,700,25,9,40,350,423.0
50,1,700,25,9,40,400,502.4
50,1,700,25,9,40,450,466.2
50,1,700,25,9,40,500,730.8
50,1,700,25,9,60,350,2099.8
50,1,700,25,9,60,400,2219.4
50,1,700,25,9,60,450,2080.2
50,1,700,25,9,60,500,1875.7
50,1,700,25,9,80,350,5642.2
50,1,700,25,9,80,400,6478.4
50,1,700,25,9,80,450,4856.4
50,1,700,25,9,80,500,5625.8
50,1,700,25,9,100,350,8160.3
50,1,700,25,9,100,400,9489.8
50,1,700,25,9,100,450,9139.3
50,1,700,25,9,100,500,9269.9
50,1,700,25,9,120,350,12442.4
50,1,700,25,9,120,400,13931.3
50,1,700,25,9,120,450,13749.6
50,1,700,25,9,120,500,13810.2
50,1,700,25,9,140,350,17826.2
50,1,700,25,9,140,400,18490.1
50,1,700,25,9,140,450,16002.9
50,1,700,25,9,140,500,16626.7
50,1,700,25,9,160,350,22040.9
50,1,700,25,9,160,400,21738.2
50,1,700,25,9,160,450,21209.8
50,1,700,25,9,160,500,22124.5
50,1,700,25,9,180,350,26322.5
50,1,700,25,9,180,400,26270.1
50,1,700,25,9,180,450,23986.5
50,1,700,25,9,180,500,24671.9
50,1,700,25,9,200,350,32879.2
50,1,700,25,9,200,400,27741.6
50,1,700,25,9,200,450,27885.5
50,1,700,25,9,200,500,28831.2
50,1,700,25,10,0,350,15.2
50,1,700,25,10,0,400,15.0
50,1,700,25,10,0,450,15.1
50,1,700,25,10,0,500,14.8
50,1,700,25,10,20,350,21.4
50,1,700,25,10,20,400,23.0
50,1,700,25,10,20,450,20.4
50,1,700,25,10,20,500,21.8
50,1,700,25,10,40,350,625.6
50,1,700,25,10,40,400,521.4
50,1,700,25,10,40,450,527.0
50,1,700,25,10,40,500,528.2
50,1,700,25,10,60,350,2602.7
50,1,700,25,10,60,400,2034.0
50,1,700,25,10,60,450,1763.7
50,1,700,25,10,60,500,2114.5
50,1,700,25,10,80,350,5707.0
50,1,700,25,10,80,400,5254.2
50,1,700,25,10,80,450,5082.9
50,1,700,25,10,80,500,5289.5
50,1,700,25,10,100,350,10023.8
50,1,700,25,10,100,400,8823.6
50,1,700,25,10,100,450,9249.2
50,1,700,25,10,100,500,9310.4
50,1,700,25,10,120,350,13856.3
50,1,700,25,10,120,400,14290.8
50,1,700,25,10,120,450,14802.4
50,1,700,25,10,120,500,13148.2
50,1,700,25,10,140,350,17657.0
50,1,700,25,10,140,400,15862.2
50,1,700,25,10,140,450,16921.9
50,1,700,25,10,140,500,18055.0
50,1,700,25,10,160,350,23694.8
50,1,700,25,10,160,400,24550.8
50,1,700,25,10,160,450,21510.6
50,1,700,25,10,160,500,21283.5
50,1,700,25,10,180,350,25360.3
50,1,700,25,10,180,400,26590.4
50,1,700,25,10,180,450,25475.1
50,1,700,25,10,180,500,24400.1
50,1,700,25,10,200,350,28953.3
50,1,700,25,10,200,400,30481.2
50,1,700,25,10,200,450,30293.7
50,1,700,25,10,200,500,30386.4
50,1,700,25,11,0,350,14.8
50,1,700,25,11,0,400,14.4
50,1,700,25,11,0,450,14.4
50,1,700,25,11,0,500,14.6
50,1,700,25,11,20,350,22.0
50,1,700,25,11,20,400,22.3
50,1,700,25,11,20,450,21.8
50,1,700,25,11,20,500,22.2
50,1,700,25,11,40,350,575.6
50,1,700,25,11,40,400,542.1
50,1,700,25,11,40,450,513.8
50,1,700,25,11,40,500,514.1
50,1,700,25,11,60,350,2681.7
50,1,700,25,11,60,400,2263.3
50,1,700,25,11,60,450,1719.8
50,1,700,25,11,60,500,2198.1
50,1,700,25,11,80,350,6477.2
50,1,700,25,11,80,400,6514.6
50,1,700,25,11,80,450,6198.3
50,1,700,25,11,80,500,5115.3
50,1,700,25,11,100,350,9529.3
50,1,700,25,11,100,400,9884.6
50,1,700,25,11,100,450,8725.7
50,1,700,25,11,100,500,9793.9
50,1,700,25,11,120,350,13088.1
50,1,700,25,11,120,400,12841.8
50,1,700,25,11,120,450,14640.3
50,1,700,25,11,120,500,13064.5
50,1,700,25,11,140,350,17841.4
50,1,700,25,11,140,400,18144.4
50,1,700,25,11,140,450,17945.8
50,1,700,25,11,140,500,18171.2
50,1,700,25,11,160,350,23699.5
50,1,700,25,11,160,400,22714.6
50,1,700,25,11,160,450,22775.6
50,1,700,25,11,160,500,21136.2
50,1,700,25,11,180,350,26104.7
50,1,700,25,11,180,400,24844.6
50,1,700,25,11,180,450,27963.6
50,1,700,25,11,180,500,25372.8
50,1,700,25,11,200,350,29207.6
50,1,700,25,11,200,400,31469.4
50,1,700,25,11,200,450,30553.0
50,1,700,25,11,200,500,31103.2
50,1,700,25,12,0,350,14.7
50,1,700,25,12,0,400,14.5
50,1,700,25,12,0,450,14.6
50,1,700,25,12,0,500,14.5
50,1,700,25,12,20,350,22.3
50,1,700,25,12,20,400,22.3
50,1,700,25,12,20,450,22.4
50,1,700,25,12,20,500,22.1
50,1,700,25,12,40,350,495.6
50,1,700,25,12,40,400,625.6
50,1,700,25,12,40,450,671.5
50,1,700,25,12,40,500,575.5
50,1,700,25,12,60,350,2434.5
50,1,700,25,12,60,400,2680.4
50,1,700,25,12,60,450,2255.7
50,1,700,25,12,60,500,1996.0
50,1,700,25,12,80,350,5827.0
50,1,700,25,12,80,400,6014.5
50,1,700,25,12,80,450,5011.2
50,1,700,25,12,80,500,6114.1
50,1,700,25,12,100,350,11482.3
50,1,700,25,12,100,400,9326.1
50,1,700,25,12,100,450,10414.8
50,1,700,25,12,100,500,9525.2
50,1,700,25,12,120,350,13711.5
50,1,700,25,12,120,400,14587.2
50,1,700,25,12,120,450,14678.2
50,1,700,25,12,120,500,13164.7
50,1,700,25,12,140,350,18983.2
50,1,700,25,12,140,400,17436.1
50,1,700,25,12,140,450,16547.1
50,1,700,25,12,140,500,18196.2
50,1,700,25,12,160,350,21459.9
50,1,700,25,12,160,400,20004.6
50,1,700,25,12,160,450,22747.7
50,1,700,25,12,160,500,22728.1
50,1,700,25,12,180,350,26959.5
50,1,700,25,12,180,400,28553.2
50,1,700,25,12,180,450,27060.9
50,1,700,25,12,180,500,25180.7
50,1,700,25,12,200,350,28931.0
50,1,700,25,12,200,400,31868.2
50,1,700,25,12,200,450,29507.4
50,1,700,25,12,200,500,30031.0
50,1,700,25,13,0,350,13.9
50,1,700,25,13,0,400,14.5
50,1,700,25,13,0,450,14.3
50,1,700,25,13,0,500,14.6
50,1,700,25,13,20,350,22.3
50,1,700,25,13,20,400,22.4
50,1,700,25,13,20,450,22.6
50,1,700,25,13,20,500,22.2
50,1,700,25,13,40,350,499.1
50,1,700,25,13,40,400,698.9
50,1,700,25,13,40,450,655.9
50,1,700,25,13,40,500,629.3
50,1,700,25,13,60,350,1876.0
50,1,700,25,13,60,400,3111.0
50,1,700,25,13,60,450,2432.7
50,1,700,25,13,60,500,2485.3
50,1,700,25,13,80,350,4943.4
50,1,700,25,13,80,400,6036.4
50,1,700,25,13,80,450,6761.8
50,1,700,25,13,80,500,4561.5
50,1,700,25,13,100,350,9288.7
50,1,700,25,13,100,400,9246.5
50,1,700,25,13,100,450,10620.8
50,1,700,25,13,100,500,11744.4
50,1,700,25,13,120,350,14788.7
50,1,700,25,13,120,400,14552.7
50,1,700,25,13,120,450,16557.1
50,1,700,25,13,120,500,13972.9
50,1,700,25,13,140,350,19230.0
50,1,700,25,13,140,400,19986.2
50,1,700,25,13,140,450,17403.5
50,1,700,25,13,140,500,18619.3
